dist_drain.asc,drain,1
elevation.asc,elev,1
ensemble.ASC,ense,1
inter_relief.asc,relief,1
plcurv.asc,plcurv,1
prcurv.asc,prcurv,1
slide.csv,slide,1
slope.asc,slope,1
spi.asc,spi,1
sti.asc,sti,1
stype.asc,stype,1
twi.asc,twi,1
